SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
10.8.0.10,38319,173.252.79.94,3478,6,4325376,14,66,218,1560,7302582,6
10.8.0.6,45990,69.145.8.82,18977,6,4325376,17,66,158,1447,5578270,6
10.8.8.134,15685,111.198.247.232,4326,17,0,1,60,60,60,3932160,-1
157.55.235.174,40027,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
81.62.51.49,32990,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
46.118.144.29,44657,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.10,48268,173.194.123.18,443,6,7012352,44,66,1404,11989,17857070,2
207.241.236.176,80,10.8.8.130,43526,6,4325376,1613,66,1374,2205176,89596041,5
23.52.152.64,443,10.8.8.138,51240,6,4325376,4,66,119,317,5193728,5
10.8.8.138,56574,208.117.251.116,443,6,4325376,669,66,1374,48658,4766592,0
157.55.235.142,40022,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.0.10,45543,91.189.89.22,443,6,3932160,13,60,263,1435,7234166,0
10.8.0.10,18420,64.4.23.159,40005,17,4849664,3,74,85,235,5133653,6
110.33.214.66,29279,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.246,59932,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,38914,173.194.123.121,80,6,4325376,21,66,363,1979,6175987,0
10.8.8.246,64273,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.110,54950,63.245.217.114,443,6,4325376,19,66,631,2417,8336869,0
216.58.210.5,443,10.8.8.130,44983,6,3932160,19,60,1023,2810,9692429,0
10.8.8.138,42191,209.148.205.35,443,6,4325376,4,66,74,272,4456448,5
63.245.217.160,443,10.8.8.178,54875,6,3932160,15,60,1374,5385,23527424,0
10.8.0.6,40273,157.55.130.160,40028,17,0,1,75,75,75,4915200,-1
10.8.0.10,42752,216.58.219.238,443,6,4325376,24,66,1404,4887,13344768,0
216.58.219.205,443,10.8.8.138,37207,6,4325376,16,66,212,1409,5771264,5
111.221.77.161,40010,10.8.0.6,40273,17,0,1,479,479,479,31391744,-1
10.8.0.10,59600,69.171.255.36,3478,17,0,1,70,70,70,4587520,-1
10.8.0.6,40273,157.55.56.159,40005,17,0,1,76,76,76,4980736,-1
177.156.68.101,30400,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.10,18420,78.153.146.193,32693,17,0,1,60,60,60,3932160,-1
68.186.166.162,11413,10.8.8.134,60702,6,3932160,103,60,127,6968,4433542,6
85.181.217.222,14936,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.246,49306,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.123.8,443,10.8.0.10,58253,6,4325376,3204,66,1404,776431,15881455,5
173.252.79.94,3478,10.8.0.10,38319,6,4325376,8,66,170,872,7143424,6
10.8.8.234,37861,173.194.67.16,465,6,4325376,15,66,907,2801,12237755,0
105.158.212.192,0,10.8.8.134,0,1,0,1,88,88,88,5767168,-1
10.8.0.10,35198,69.171.255.36,3478,17,0,1,70,70,70,4587520,-1
10.8.8.178,15685,157.55.130.142,40019,17,5439488,2,83,83,166,5439488,2
10.8.0.10,55377,91.190.216.125,12350,6,3932160,3,60,74,194,4237994,0
10.8.0.10,50813,209.148.205.10,443,6,3932160,9,60,107,724,5272007,0
2.30.116.54,58139,10.8.8.130,48835,6,4325376,1363,66,1349,157003,7549045,2
10.8.8.178,44923,216.58.210.78,443,6,7340032,1218,66,1374,243795,13117692,0
204.236.238.164,21,10.8.8.138,51033,6,4325376,55,66,1374,12126,14448900,0
178.255.83.1,80,10.8.0.10,37560,6,4325376,5,66,940,1212,15885926,0
173.194.123.15,443,10.8.0.10,35353,6,4325376,9,66,1404,4864,35418567,0
207.241.236.176,80,10.8.8.130,43503,6,4325376,2020,66,1374,2756713,89437595,5
74.125.226.22,443,10.8.0.14,58518,6,3932160,18,60,1035,2812,10238179,0
10.8.8.246,29902,184.27.206.8,443,6,3932160,10,60,372,1494,9791078,0
10.8.8.138,42343,23.45.125.113,443,6,3932160,8,60,66,516,4227072,5
65.55.223.21,40029,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.110,37417,64.233.184.16,465,6,4325376,15,66,583,2340,10223616,0
10.8.8.130,49025,207.241.226.111,6969,6,4325376,6,66,418,756,8257536,4
10.8.8.138,54020,209.148.205.33,80,6,4325376,84,66,518,6004,4684263,0
86.74.27.109,40767,10.8.8.130,51413,17,0,1,361,361,361,23658496,-1
10.8.8.246,57991,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,50941,204.236.238.164,21,6,4325376,78,66,375,11964,10052214,0
208.117.251.116,443,10.8.8.138,56628,6,4325376,5,66,203,475,6225920,5
10.8.8.246,50599,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,59715,207.241.228.122,80,6,4325376,186,66,263,13734,4839093,0
173.194.123.0,443,10.8.0.10,42394,6,4325376,9,66,1404,4864,35418567,0
10.8.8.130,49539,67.84.44.168,61572,17,0,1,60,60,60,3932160,-1
173.194.123.15,443,10.8.0.10,35358,6,4325376,9,66,1404,4863,35411285,0
10.8.8.246,50468,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,54815,157.56.53.49,12350,6,4325376,17,66,470,2190,8442578,0
10.8.8.110,46949,63.245.216.134,443,6,3932160,14,60,651,2016,9437184,6
10.8.0.10,55665,173.252.79.90,443,6,4325376,8,66,218,732,5996544,0
10.8.0.6,40273,157.56.52.46,40002,17,0,1,75,75,75,4915200,-1
10.8.8.246,49953,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,65.55.223.18,40006,17,5636096,2,76,86,162,5308416,6
114.46.178.223,7271,10.8.8.130,51413,17,0,1,380,380,380,24903680,-1
173.194.123.5,443,10.8.0.10,33932,6,3932160,20,60,218,1967,6445465,0
10.8.8.130,47796,207.241.237.128,80,6,4325376,308,66,288,21386,4550496,0
10.8.8.134,15685,111.221.74.27,443,17,0,1,60,60,60,3932160,-1
10.8.8.134,15685,125.58.100.153,17498,17,0,1,60,60,60,3932160,-1
10.8.0.6,55199,64.233.178.94,80,6,4325376,7,66,66,462,4325376,5
10.8.0.14,55021,173.194.123.21,443,6,4325376,16,66,1404,4044,16564224,0
10.8.8.234,46572,63.245.216.132,443,6,3932160,12,60,603,1839,10043392,0
95.65.208.41,0,10.8.8.130,0,1,0,1,88,88,88,5767168,-1
64.233.184.16,465,10.8.8.110,37415,6,3932160,19,60,304,2127,7336582,0
10.8.0.6,40273,111.221.74.30,40014,17,11730944,7,177,179,1245,11656045,6
10.8.8.138,38026,74.125.226.46,443,6,7340032,63,66,940,9851,10247541,0
207.241.237.128,80,10.8.8.130,47702,6,4325376,1611,66,1374,2205037,89701616,5
173.194.123.11,443,10.8.0.10,56605,6,4325376,9,66,1404,4553,33153934,0
10.8.8.246,64336,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,49855,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,40552,173.194.123.3,443,6,3932160,14,60,269,1347,6305499,0
10.8.0.10,50040,173.252.79.90,3478,6,4325376,8,66,218,732,5996544,0
10.8.8.130,49539,213.154.218.17,51227,17,3932160,5,60,60,300,3932160,2
10.8.0.10,39234,69.171.255.36,3478,17,0,1,70,70,70,4587520,-1
10.8.0.10,44814,82.165.251.100,80,6,3932160,30,60,388,2427,5301862,0
207.241.226.111,6969,10.8.8.130,48971,6,4325376,5,66,216,488,6396313,4
10.8.8.178,51947,216.58.208.37,443,6,4325376,19,66,1374,4306,14852527,0
209.148.205.32,80,10.8.8.138,41301,6,4325376,7,66,66,462,4325376,5
204.236.238.164,1679,10.8.8.138,41697,6,3932160,259,60,1374,344748,87233223,5
10.8.8.222,53252,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
209.148.205.18,80,10.8.0.6,58177,6,4325376,7,66,66,462,4325376,5
10.8.0.6,40273,157.55.130.174,40028,17,0,1,80,80,80,5242880,-1
10.8.0.14,0,10.8.0.10,0,1,10878976,23,166,166,3818,10878976,6
10.8.8.246,49665,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
216.58.221.142,443,10.8.8.138,48899,6,4325376,30,66,1374,7610,16624298,5
10.8.0.6,40273,111.221.77.174,40017,17,0,1,74,74,74,4849664,-1
10.8.8.246,64181,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,35271,209.148.205.11,443,6,3932160,7,60,107,555,5196068,0
10.8.0.10,18420,10.8.0.6,34575,6,4325376,269,66,753,22447,5468723,0
54.204.30.249,443,10.8.8.138,57466,6,4325376,21,66,1374,8881,27715486,0
10.8.8.130,51413,178.121.152.91,39799,17,0,1,139,139,139,9109504,-1
10.8.0.6,40273,65.55.223.22,40011,17,4915200,2,75,75,150,4915200,6
10.8.8.222,54654,224.0.0.252,5355,17,4194304,4,64,64,256,4194304,2
10.8.8.222,51729,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
157.56.114.104,80,10.8.8.130,59283,6,4325376,5,66,464,736,9646899,0
216.58.210.3,443,10.8.8.130,34924,6,3932160,13,60,212,1190,5999064,0
10.8.0.14,39998,216.58.219.238,443,6,4325376,16,66,1404,4085,16732160,0
131.130.27.211,51472,10.8.8.130,52255,6,0,1,60,60,60,3932160,-1
10.8.8.134,15685,122.166.241.78,50883,17,0,1,60,60,60,3932160,-1
157.56.52.19,40017,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.134,15685,70.162.82.238,3792,17,4128768,4,63,63,252,4128768,2
10.8.8.246,50893,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,44373,74.125.226.46,443,17,5177344,30,79,1392,4075,8901973,5
10.8.8.130,49539,111.221.77.142,40005,17,0,1,463,463,463,30343168,-1
10.8.8.222,50577,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,50753,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.234,37844,173.194.67.16,465,6,4325376,15,66,907,2801,12237755,0
10.8.8.138,47827,74.125.226.45,443,6,4325376,3,66,66,198,4325376,5
111.221.74.41,40029,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.134,15685,74.139.238.116,25355,17,0,1,60,60,60,3932160,-1
10.8.8.110,37412,64.233.184.16,465,6,4325376,15,66,583,2328,10171187,0
10.8.0.6,40273,157.55.56.168,40013,17,0,1,75,75,75,4915200,-1
207.241.237.128,80,10.8.8.130,47752,6,4325376,405,66,1374,551418,89228963,5
74.125.226.38,443,10.8.8.138,47471,17,0,1,1392,1392,1392,91226112,-1
65.55.223.28,40034,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
207.241.236.176,80,10.8.8.130,43513,6,3932160,406,60,1374,551455,89015159,5
178.206.104.159,58470,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
213.199.179.145,40026,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.138,56569,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
157.55.130.166,443,10.8.0.6,40273,17,0,1,68,68,68,4456448,-1
108.237.134.2,7124,10.8.8.130,49539,17,37158912,493,60,1081,236685,31463261,2
63.245.216.132,443,10.8.8.234,46573,6,3932160,9,60,1266,4327,31508252,0
10.8.0.14,39982,216.58.219.238,443,6,4325376,16,66,1404,4084,16728064,0
207.241.236.176,80,10.8.8.130,43475,6,4325376,6,66,416,801,8749056,0
10.8.8.138,44471,50.16.198.195,443,6,43188224,106,66,1374,108338,66981501,5
157.55.130.147,40019,10.8.8.134,15685,17,0,1,62,62,62,4063232,-1
173.194.123.14,443,10.8.0.14,48301,6,3932160,21,60,1404,6140,19161478,0
138.75.239.78,32716,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
74.125.226.1,443,10.8.0.14,48204,6,3932160,19,60,1404,6102,21047403,0
10.8.8.130,51413,45.79.106.62,6881,17,6553600,2,100,139,239,7831552,4
23.235.40.143,443,10.8.8.138,39899,6,61865984,23,67,1374,27418,78124610,5
74.78.243.180,15971,10.8.8.130,51413,17,0,1,361,361,361,23658496,-1
10.8.0.10,44401,173.194.123.109,80,6,4325376,4,66,74,272,4456448,5
69.171.255.36,3478,10.8.0.10,42116,17,0,1,74,74,74,4849664,-1
10.8.8.130,47641,23.67.255.209,443,6,3932160,9,60,583,1235,8992995,0
64.233.184.16,993,10.8.8.234,56875,6,4325376,150,66,328,14498,6334272,0
10.8.8.134,15685,111.221.74.25,40002,17,0,1,76,76,76,4980736,-1
207.241.227.188,80,10.8.8.130,59057,6,3932160,453,60,1374,609410,88164003,5
10.8.8.222,50595,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,167.60.52.161,27557,17,0,1,60,60,60,3932160,-1
74.125.226.46,443,10.8.8.138,37997,6,4325376,18,66,1374,5585,20334364,5
144.118.64.164,9987,10.8.8.134,49749,6,4325376,30,66,164,2179,4760098,6
208.117.251.116,443,10.8.8.138,56567,6,4325376,5,66,203,475,6225920,5
10.8.8.246,58588,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,111.221.74.41,40026,17,0,1,75,75,75,4915200,-1
10.8.8.138,36877,204.236.238.164,1410,6,3932160,262,60,1374,342466,85663556,0
69.25.24.24,443,10.8.8.138,58925,6,3932160,6,60,60,360,3932160,5
65.55.223.22,40011,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
10.8.0.6,40273,157.55.235.150,40011,17,4915200,2,75,75,150,4915200,6
10.8.0.14,53106,173.194.123.110,443,6,4325376,18,66,1404,3978,14483456,0
10.8.8.134,15685,126.6.5.254,43254,17,0,1,60,60,60,3932160,-1
10.8.8.138,51013,204.236.238.164,1274,6,3932160,183,60,1374,233622,83664761,0
216.58.219.238,443,10.8.0.14,39976,6,3932160,16,60,364,2002,8200192,0
131.202.6.26,13000,10.8.8.222,61156,6,3932160,14,60,1374,6628,31026614,5
75.101.155.12,22,10.8.8.138,49156,6,9830400,70,66,714,8854,8289367,0
10.8.0.10,54458,74.125.22.189,443,6,4325376,361,66,1404,114603,20805047,0
111.221.74.45,40019,10.8.0.6,40273,17,0,1,630,630,630,41287680,-1
137.116.32.77,443,10.8.0.10,57370,6,4325376,8,66,1404,4092,33521664,0
204.236.238.164,1900,10.8.8.138,33726,6,3932160,247,60,1374,328986,87289176,5
10.8.8.222,61141,212.73.221.202,80,6,3932160,19,60,371,3206,11058337,0
64.4.23.162,40019,10.8.8.130,51146,6,4587520,62,66,190,4610,4872918,2
63.245.217.113,443,10.8.8.234,57002,6,4325376,7,66,1374,3162,29603547,0
204.236.238.164,1544,10.8.8.138,59886,6,3932160,31413,60,1374,43072528,89860923,5
10.8.8.134,15685,157.55.56.169,40008,17,0,1,85,85,85,5570560,-1
10.8.8.222,56789,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,157.55.130.147,40019,17,4980736,2,76,76,152,4980736,6
10.8.0.14,39993,216.58.219.238,443,6,4325376,27,66,1404,7091,17211695,0
79.181.208.216,39283,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
111.221.74.14,40029,10.8.8.178,15685,17,0,1,62,62,62,4063232,-1
10.8.8.222,58583,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,59037,207.241.227.188,80,6,4325376,305,66,300,23619,5075064,0
10.8.8.130,51413,176.14.246.0,35691,17,9109504,2,100,139,239,7831552,4
65.55.223.17,40020,10.8.0.10,55817,6,4325376,176,66,1085,13521,5034728,6
10.8.8.246,61626,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
213.199.179.169,40027,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.138,42011,209.148.205.35,443,6,4325376,4,66,74,272,4456448,5
10.8.8.138,35657,74.125.226.47,443,17,5373952,5,79,1392,2291,30028595,5
195.249.232.81,18244,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
213.199.179.170,40031,10.8.8.130,49539,17,0,1,140,140,140,9175040,-1
157.55.130.140,40024,10.8.0.6,40273,17,4128768,6,63,63,378,4128768,6
10.8.0.10,57175,173.252.79.94,3478,6,4325376,14,66,218,1560,7302582,6
10.8.8.246,56130,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
216.58.208.46,443,10.8.8.178,38245,6,3932160,12,60,218,1070,5843626,0
213.199.179.158,40022,10.8.0.6,40273,17,4128768,7,63,63,441,4128768,6
65.55.223.34,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
64.233.184.16,993,10.8.8.234,56887,6,4325376,104,66,715,11929,7517105,0
10.8.0.10,47592,31.13.73.7,443,6,3932160,10,60,111,800,5242880,0
10.8.0.10,34035,209.148.205.26,443,6,3932160,11,60,583,1451,8644794,0
10.8.8.134,15685,118.1.124.216,10655,17,0,1,60,60,60,3932160,-1
173.252.79.94,3478,10.8.0.10,47637,6,4325376,8,66,170,872,7143424,6
207.241.236.176,80,10.8.8.130,43476,6,3932160,409,60,1374,552030,88454371,5
111.221.77.160,40017,10.8.0.6,40273,17,4128768,2,63,100,163,5341184,6
10.8.8.222,49353,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
149.13.32.15,13392,10.8.0.6,40273,17,3932160,2,60,60,120,3932160,2
10.8.0.6,55200,64.233.178.94,80,6,4325376,7,66,66,462,4325376,5
10.8.8.130,43494,207.241.236.176,80,6,4325376,1702,66,255,118236,4552711,0
204.236.238.164,1318,10.8.8.138,41865,6,3932160,12,60,1374,5451,29769728,2
10.8.0.10,56381,173.194.123.28,443,6,4325376,21,66,735,2696,8413574,0
10.8.0.14,53751,216.58.219.229,443,6,4325376,18,66,1404,3938,14337820,0
10.8.0.10,45128,74.125.226.32,80,6,4325376,4,66,74,272,4456448,5
10.8.8.222,53320,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,54883,63.245.217.160,443,6,4325376,8,66,320,918,7520256,0
10.8.0.14,36047,216.58.208.35,443,6,4325376,20,66,588,3361,11013324,3
81.152.62.7,46592,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.138,43152,54.240.190.108,443,6,4325376,12,66,1374,4790,26159786,5
10.8.8.246,62290,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.134,15685,111.221.77.159,40005,17,0,1,85,85,85,5570560,-1
118.107.229.16,5420,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
208.117.251.116,443,10.8.8.138,56594,6,4325376,6,66,203,553,6040234,5
207.241.237.128,80,10.8.8.130,47792,6,3932160,809,60,1374,1102758,89332939,5
10.8.0.6,40273,111.221.77.171,40003,17,4915200,2,75,75,150,4915200,6
10.8.8.138,53284,74.125.226.37,443,6,4325376,20,66,328,1980,6488064,2
10.8.8.134,15685,176.116.56.122,6037,17,0,1,60,60,60,3932160,-1
10.8.8.138,33454,204.236.238.164,1971,6,3932160,962,60,1374,1304093,88840996,0
10.8.8.138,56619,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
173.194.67.16,465,10.8.8.234,37839,6,3932160,19,60,302,2131,7350379,0
91.121.198.25,51413,10.8.8.130,51413,17,0,1,327,327,327,21430272,-1
10.8.8.130,49539,89.12.196.112,26097,17,0,1,60,60,60,3932160,-1
10.8.0.14,39989,216.58.219.238,443,6,4325376,23,66,424,2886,8223343,0
173.194.123.5,443,10.8.0.14,54065,6,4325376,20,66,219,1859,6091571,0
10.8.8.130,46923,239.255.255.250,1900,17,11403264,2,174,175,349,11436032,2
173.252.79.90,50015,10.8.0.10,38441,17,7733248,2,118,146,264,8650752,6
10.8.8.138,59924,74.125.226.32,443,17,5570560,4,80,1392,1851,30326784,5
10.8.8.110,45062,63.245.217.162,443,6,4325376,12,66,759,2086,11392341,0
10.8.8.134,15685,157.56.52.14,40029,17,5439488,2,83,83,166,5439488,2
10.8.8.246,64268,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
23.67.255.209,443,10.8.8.178,39275,6,4325376,11,66,119,779,4641140,0
10.8.8.222,61105,131.202.6.26,13000,6,3932160,193,60,1374,28810,9782860,5
10.8.0.6,40273,157.55.130.154,40009,17,5111808,2,78,78,156,5111808,6
111.221.74.14,40029,10.8.0.10,18420,17,0,1,498,498,498,32636928,-1
10.8.0.6,51282,23.233.201.201,64885,6,4325376,10,66,159,818,5360844,6
10.8.8.234,37828,173.194.67.16,465,6,4325376,20,66,908,3132,10262937,0
10.8.8.138,33227,23.36.90.113,80,6,4325376,4,66,66,264,4325376,5
10.8.8.130,51413,122.149.196.85,34839,17,0,1,139,139,139,9109504,-1
10.8.8.130,49539,200.114.1.139,14399,17,0,1,60,60,60,3932160,-1
10.8.0.6,58177,209.148.205.18,80,6,4325376,8,66,66,528,4325376,5
10.8.8.222,50564,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,47637,173.252.79.94,3478,6,4325376,14,66,218,1560,7302582,6
10.8.0.10,35769,173.252.110.27,443,6,3932160,18,60,274,1628,5927367,0
108.0.130.54,54622,10.8.8.130,51413,17,7143424,26,62,565,2586,6518311,6
204.236.238.164,1955,10.8.8.138,60570,6,4325376,94,66,1374,10438,7277284,5
77.42.152.194,16102,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
54.192.55.186,80,10.8.8.138,38629,6,4325376,4,66,1178,1384,22675456,5
85.102.176.111,27491,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
204.236.238.164,1756,10.8.8.138,53065,6,3932160,263,60,1374,349540,87100583,5
10.8.8.130,51413,183.89.99.57,56715,17,0,1,139,139,139,9109504,-1
10.8.8.130,49114,207.241.226.111,6969,6,4325376,6,66,415,753,8224768,4
216.58.219.237,443,10.8.0.10,35235,6,4325376,11,66,1404,4645,27674065,0
10.8.8.178,51194,23.63.99.232,443,6,4325376,16,66,440,1941,7950336,0
10.8.8.130,41993,137.117.177.33,443,6,4325376,15,66,333,1620,7077888,2
208.117.251.116,443,10.8.8.138,56640,6,4325376,255,66,1374,339136,87159281,0
177.158.112.45,65275,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.6,40273,65.55.223.39,40026,17,0,1,76,76,76,4980736,-1
67.18.187.111,123,10.8.8.130,38421,17,0,1,90,90,90,5898240,-1
10.8.0.6,47364,132.235.106.83,24829,6,4325376,12,66,125,909,4964352,6
10.8.8.246,60636,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,55321,82.66.32.219,26617,6,4325376,18,66,129,1411,5137294,6
216.58.210.46,443,10.8.8.178,39784,6,3932160,77,60,1374,11819,10059350,0
23.235.44.143,443,10.8.8.138,49851,6,4325376,4,66,97,295,4833280,5
173.252.79.90,3478,10.8.0.10,40944,6,4325376,5,66,170,518,6789529,0
10.8.0.10,42745,216.58.219.238,443,6,4325376,32,66,1404,9444,19341312,0
111.221.74.30,40032,10.8.8.130,49539,17,3932160,2,60,60,120,3932160,2
10.8.8.138,43676,74.125.226.71,443,17,5177344,12,79,1392,7382,40315562,5
10.8.0.6,40273,157.55.56.143,40026,17,0,1,76,76,76,4980736,-1
106.185.90.133,52271,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.222,64816,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,75.129.104.217,44568,17,0,1,60,60,60,3932160,-1
10.8.8.130,49539,62.178.30.173,24164,17,0,1,60,60,60,3932160,-1
173.194.123.21,443,10.8.0.14,54887,6,3932160,21,60,1404,6250,19504761,0
24.224.192.73,53533,10.8.8.130,51413,17,0,1,361,361,361,23658496,-1
10.8.0.14,37200,74.125.226.5,443,6,4325376,22,66,1404,4897,14587717,0
10.8.8.134,15685,82.244.202.67,57449,17,0,1,60,60,60,3932160,-1
69.171.255.36,3478,10.8.0.10,34992,17,0,1,74,74,74,4849664,-1
74.125.226.37,443,10.8.8.138,54159,6,4325376,20,66,1374,5717,18733465,5
111.221.77.146,40030,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
173.252.79.90,3478,10.8.0.10,60625,6,4325376,5,66,170,518,6789529,0
10.8.8.138,51244,23.52.152.64,443,6,3932160,5,60,66,318,4168089,5
173.194.67.16,465,10.8.8.234,37882,6,3932160,20,60,302,2191,7179468,0
10.8.0.10,36511,173.252.79.94,3478,6,4325376,14,66,218,1560,7302582,6
10.8.0.14,52892,173.194.123.98,443,6,4325376,16,66,1404,4084,16728064,0
111.221.77.176,40008,10.8.0.6,40273,17,0,1,568,568,568,37224448,-1
10.8.8.222,51469,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,55929,74.125.226.37,443,17,5373952,5,79,1392,2665,34930688,5
10.8.8.138,50698,172.230.99.79,443,6,3932160,4,60,66,246,4030464,0
10.8.0.6,48558,68.180.110.66,12732,6,4325376,18,66,169,1432,5213752,2
74.125.29.95,443,10.8.8.138,39782,6,4325376,8,66,129,591,4841472,0
177.32.19.111,33619,10.8.8.130,51413,17,0,1,361,361,361,23658496,-1
10.8.8.138,46266,74.125.226.47,443,6,4325376,17,66,583,2017,7775653,0
207.241.236.176,80,10.8.8.130,43534,6,4325376,809,66,1374,1102744,89331805,5
10.8.8.130,43524,207.241.236.176,80,6,4325376,342,66,253,24637,4721083,0
118.69.78.120,47895,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
173.194.123.4,443,10.8.0.10,33761,6,3932160,33,60,1404,12962,25741746,0
74.125.226.187,80,10.8.0.6,37649,6,3932160,7,60,66,456,4269202,0
10.8.8.134,15685,114.32.17.136,11951,17,0,1,60,60,60,3932160,-1
207.241.227.212,80,10.8.8.130,33875,6,4325376,1213,66,1374,1655394,89437676,5
10.8.8.130,56675,188.142.21.88,23513,6,4849664,3,74,74,222,4849664,2
10.8.8.222,57445,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
91.189.89.22,443,10.8.0.10,45331,6,4325376,13,66,1404,7173,36160748,0
10.8.8.222,60677,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,157.55.130.147,40022,17,0,1,75,75,75,4915200,-1
10.8.8.246,51015,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,15685,157.55.235.142,40029,17,0,1,83,83,83,5439488,-1
10.8.8.138,36057,74.125.226.65,443,6,4325376,17,66,583,2017,7775653,0
208.117.251.116,443,10.8.8.138,56595,6,4325376,5,66,203,475,6225920,5
158.222.191.234,55045,10.8.8.134,39016,6,4325376,100,66,168,6849,4488560,2
10.8.8.246,64929,224.0.0.252,5355,17,4194304,4,64,64,256,4194304,2
10.8.8.130,36109,239.255.255.250,1900,17,11403264,2,174,175,349,11436032,2
10.8.8.130,49539,157.56.52.18,443,17,0,1,60,60,60,3932160,-1
